level_0,level_1,level_2,root_kc,final_cluster
均匀热流,均匀热流,均匀热流,热力学与化学反应,7
假新闻,新闻传播与实践,课程理论与实践,教育研究与实践,13
政治设计,设计领域,设计领域,组织与评估设计,0
材料使用特性,材料使用特性,材料科学与工程,生物与自然科学,4
植物激素,植物激素,植物景观与设计,生物与环境设计,2
平均可变成本,成本与价格分析,分析方法,科学理论与方法,9
稀缺性,稀缺性,资源管理,信息技术与管理,12
应急管理评估,应急管理体系,应急管理体系,信息技术与管理,12
函数定义域,函数定义域,函数理论,科学理论与方法,9
基于Planarity布局算法,基于Planarity布局算法,算法优化与分析,信息技术与管理,12
集成运放电路,集成运放电路,运算放大器与电路设计,信息技术与管理,12
环戊酮,有机化合物合成与结构,有机与无机化学知识,化学与物理性质,8
超声波,光学性质,性质与特性,化学与物理性质,8
代码段,编程基础知识,编程知识,数据处理与编程知识,5
散列函数,散列函数,散列函数,科学理论与方法,9
匀速圆周运动,运动学,力学理论,科学理论与方法,9
侧面投影,投影技术,多媒体与技术应用,教育研究与实践,13
端茶,茶文化,文化艺术,中东与中国历史政治研究,15
时间复杂度,时间复杂度,时间管理与复杂度,信息技术与管理,12
合同撤销,合同法,合同法知识,法律与政治制度,10
离子,离子化学,有机与无机化学知识,化学与物理性质,8
最小-最大值规范化,最小-最大值规范化,最小-最大值规范化,数据处理与编程知识,5
一维数组初始化,数组与维数,数组与维数,科学理论与方法,9
近代西方逻辑,逻辑学概论,逻辑学概论,科学理论与方法,9
煤油大王,石油产业,石油与能源产业,经济体系与发展,16
快速排序算法,算法设计与应用,算法设计与应用,信息技术与管理,12
教育目的,教育目的,教育目的与功能,教育研究与实践,13
模板与群体数据,数据管理与分析,数据管理与分析,信息技术与管理,12
消费,消费,国际贸易与经济指标,经济体系与发展,16
导数,导数理论,导数理论,科学理论与方法,9
侵害肖像权,个人权利保护,个人权利保护,法律与责任,6
介电性能,电学概念,运算放大器与电路设计,信息技术与管理,12
传热学,传热学,传热学概念,热力学与化学反应,7
混合式换热器,换热器类型,热交换与传热,热力学与化学反应,7
OLAP技术,OLAP技术,OLAP技术,教育研究与实践,13
定积分的几何意义,积分理论,数学理论,科学理论与方法,9
基本子空间,向量与空间理论,数学理论,科学理论与方法,9
数字系统,数字系统,数字系统,数据处理与编程知识,5
完全二叉堆的结构性,树结构与算法,算法优化与分析,信息技术与管理,12
特种战争,中美军事冲突,中印军事冲突与地缘政治,中东与中国历史政治研究,15
金属骨骼,矿物与金属材料,材料科学与工程,生物与自然科学,4
商业模式,商业模式,商业与产业,经济体系与发展,16
营销平台,营销平台,服务平台管理,信息技术与管理,12
草本植物群落,植物群落研究,植物景观与设计,生物与环境设计,2
工作台,工作台,服务平台管理,信息技术与管理,12
质点运动轨迹,质点运动理论,化学理论,科学理论与方法,9
种子吸胀,种子管理与研究,植物景观与设计,生物与环境设计,2
醇类物质,醇类物质,发酵化学,化学与物理性质,8
园林植物景观,植物景观设计与规划,植物景观与设计,生物与环境设计,2
波函数,波函数,函数理论,科学理论与方法,9
刺激物,刺激物,刺激物,热力学与化学反应,7
完全二叉堆,树结构与算法,算法优化与分析,信息技术与管理,12
个人长处,个性化与文化适应,文化艺术,中东与中国历史政治研究,15
Sarret试剂,有机合成试剂,有机与无机化学知识,化学与物理性质,8
教师职业角色,教师专业发展,教育制度与发展,教育研究与实践,13
武帝刘彻,汉朝历史人物,中国历史,中东与中国历史政治研究,15
流体,流体动力学,流体动力学,科学理论与方法,9
函数重载,函数重载,函数理论,科学理论与方法,9
临产,生殖与发育,生殖与发育,生物与环境设计,2
物权法原则,物权法原则,物权法原则,法律与政治制度,10
现代教育技术,现代教育技术,现代教育技术,教育研究与实践,13
品茶,茶文化,文化艺术,中东与中国历史政治研究,15
线性无关,线性理论,数学理论,科学理论与方法,9
磁性,磁性,材料科学与工程,生物与自然科学,4
大数据架构,大数据架构,数据处理与分析,信息技术与管理,12
水溶液,溶液类型,溶液类型,类型分类,1
恩格尔曲线,曲线分析,曲线分析,科学理论与方法,9
电子衍射实验,电子学,运算放大器与电路设计,信息技术与管理,12
抽样调查,调查研究,研究设计,组织与评估设计,0
科学运动原理,质点运动理论,化学理论,科学理论与方法,9
陶瓷,陶瓷,材料科学与工程,生物与自然科学,4
过错责任,责任类型,法律责任,法律与责任,6
过度焦虑,积极心理学,心理学理论,科学理论与方法,9
配离子的结构,离子化学,有机与无机化学知识,化学与物理性质,8
植物群落,植物群落研究,植物景观与设计,生物与环境设计,2
信息获取,个人信息与信息保护,个人权利保护,法律与责任,6
中国石油文化,中国石油文化,石油与能源产业,经济体系与发展,16
牧草种子区分,牧草种子知识,植物景观与设计,生物与环境设计,2
支持向量机,向量与空间理论,数学理论,科学理论与方法,9
收入弹性,收入弹性,收入弹性,经济学概念,11
计算机教学应用,计算机教学应用,计算机教学应用,教育研究与实践,13
留置财产价值,价值理论,心理学理论,科学理论与方法,9
生产理论,行为理论,心理学理论,科学理论与方法,9
BIOSISPreviews数据库,BIOSISPreviews数据库,数据库系统,数据处理与编程知识,5
配合物,化学键与配合物,有机与无机化学知识,化学与物理性质,8
心跳骤停,心血管急救与疾病,急救与应急管理,信息技术与管理,12
电能,电能,电学原理,科学理论与方法,9
正己烷,有机化合物合成与结构,有机与无机化学知识,化学与物理性质,8
侵犯姓名权,个人权利保护,个人权利保护,法律与责任,6
住宅政策,住宅建筑与政策,建筑环境与生态设计,生物与环境设计,2
底特律汽车产业,底特律汽车产业,商业与产业,经济体系与发展,16
聚类,聚类,聚类,热力学与化学反应,7
货币需求,货币需求,货币与金融市场,经济体系与发展,16
特征值的特征向量,特征值的特征向量,相似性与特征分析,科学理论与方法,9
应急预案体系,应急管理体系,应急管理体系,信息技术与管理,12
色彩设计,设计领域,设计领域,组织与评估设计,0
环己烯,有机化合物合成与结构,有机与无机化学知识,化学与物理性质,8
效用函数,效用函数,函数理论,科学理论与方法,9
高温陶瓷,高温陶瓷,材料科学与工程,生物与自然科学,4
代谢性酸中毒,有机酸和代谢紊乱,有机酸和代谢紊乱,化学与物理性质,8
增广矩阵,矩阵理论,数学理论,科学理论与方法,9
二元线性回归分析,线性理论,数学理论,科学理论与方法,9
用户画像,用户画像,服务平台管理,信息技术与管理,12
向量空间,向量与空间理论,数学理论,科学理论与方法,9
热辐射,热辐射,辐射热传递,热力学与化学反应,7
气体分子体积,气体性质,气体性质,化学与物理性质,8
玻璃材料,玻璃材料,材料科学与工程,生物与自然科学,4
菲利普斯曲线,曲线分析,曲线分析,科学理论与方法,9
学习方法,学习方法与策略,微课学习策略,教育研究与实践,13
部门划分原则,空间规划,规划与设计,生物与环境设计,2
噪声数据,噪声数据,数据处理与分析,信息技术与管理,12
随机变量的方差,随机变量及其性质,随机变量及其性质,化学与物理性质,8
界面,界面,计算机与信息系统相关术语,信息技术与管理,12
芳香性胺,芳香性胺,芳香性胺,化学与物理性质,8
平衡曲线,曲线分析,曲线分析,科学理论与方法,9
无过错责任原则,无过错责任原则,法律责任,法律与责任,6
拜耳张力学说,拜耳张力学说,力学理论,科学理论与方法,9
大曲,大曲知识,编程知识,数据处理与编程知识,5
过敏性哮喘,慢性疾病,泌尿系统与代谢疾病,生物与环境设计,2
硬时限,硬时限,时间管理与复杂度,信息技术与管理,12
远程教学,教学方法与设计,教学环境与设计,教育研究与实践,13
电子亲和能,电子学,运算放大器与电路设计,信息技术与管理,12
函数的参数,函数的参数,函数理论,科学理论与方法,9
质系平衡,质点运动理论,化学理论,科学理论与方法,9
禽流感病毒,病毒感染,循证医学与流行病学,生物与自然科学,4
混合气体,气体性质,气体性质,化学与物理性质,8
计算肥胖度,身体成分分析,分析方法,科学理论与方法,9
完全二叉树,树结构与算法,算法优化与分析,信息技术与管理,12
块状经济,全球经济模式,全球经济模式,经济体系与发展,16
普通教育学,教育理论与实践,教育理论与实践,教育研究与实践,13
牧草种子,牧草种子知识,植物景观与设计,生物与环境设计,2
二叉查找树的插入算法,树结构与算法,算法优化与分析,信息技术与管理,12
循证医学指南,循证医学指南,循证医学与流行病学,生物与自然科学,4
高分子及聚合物材料,材料科学,材料科学与工程,生物与自然科学,4
外交政策,外交政策,国际战略,中东与中国历史政治研究,15
财政赤字,财政赤字,国际贸易与经济指标,经济体系与发展,16
NoteExpress,学术资源平台,学术资源平台,教育研究与实践,13
价值储藏,价值理论,心理学理论,科学理论与方法,9
摆脱贫困,生活水平与经济发展,经济发展与增长,经济体系与发展,16
亚硫酸钠,有机酸和代谢紊乱,有机酸和代谢紊乱,化学与物理性质,8
侵害一般人格权,侵害一般人格权,个人权利保护,法律与责任,6
材料科学与工程的四要素,材料科学与工程,材料科学与工程,生物与自然科学,4
中国边防部队,中美军事冲突,中印军事冲突与地缘政治,中东与中国历史政治研究,15
